"","car_name","brand","model","kilometers_driven","transmision","fuel","color","engine_capacity","Precio"
"1053","Used Kia Rio Sedan 1.4 Base 2006","kia",2006,"238,999 KM","Manual","Petrol","Brown","1400",97000
"1054","Used Kia Picanto 2010","kia",2010,"100,000 KM","Manual","Petrol","Red","1100",115000
"1055","Used Kia Picanto 1.2L Top 2013","kia",2013,"55,000 KM","Automatic","Petrol","Blue","1248",145000
"1056","Used Kia Rio Sedan 2017","kia",2017,"180,000 KM","Automatic","Petrol","Red","N/A",165000
"1057","Used Kia Rio 2019","kia",2019,"40,000 KM","Automatic","Petrol","Blue","1600",250000
"1058","Used Kia Picanto LX 2006","kia",2006,"116,000 KM","Manual","Petrol","Blue","1200",87000
"1059","Used Kia Picanto EX 2006","kia",2006,"1,160,000 KM","Manual","Petrol","Blue","1100",870000
"1060","Used Kia Carens 1.6 EX 2013","kia",2013,"116,000 KM","Automatic","Petrol","Blue","1400",220000
"1061","Used Kia Shuma 2000","kia",2000,"175,000 KM","Automatic","Petrol","Other","1500",63000
"1062","Used Kia Picanto 1.2L Mid Option 2010","kia",2010,"85,000 KM","Manual","Petrol","Blue","1100",103000
"1063","New Kia Sportage 2019","kia",2019,"65,000 KM","Automatic","Petrol","Blue","1600",418000
"1064","Used Kia Picanto 2011","kia",2011,"100,000 KM","Manual","N/A","Black","1100",110000
"1065","New Toyota Hilux 2023","kia",2023,"0 KM","Manual","Diesel","White","2400",995000
"1066","Used Kia Picanto 1.2L Base 2010","kia",2010,"67,000 KM","Manual","Petrol","Black","1100",123000
"1067","Used Kia Picanto 1.2L Base 2010","kia",2010,"67,000 KM","Manual","Petrol","Black","1100",122000
"1068","Used Kia Carens 1.6L Base 2004","kia",2004,"192,000 KM","Automatic","Petrol","Silver","1591",79000
"1069","Used Kia Carens 2012","kia",2012,"100,000 KM","Automatic","Petrol","Black","N/A",225000
"1070","Used Kia Rio 2016","kia",2016,"123,000 KM","N/A","N/A","Gray","N/A",185000
"1071","New Kia Carens 1.6L Mid Option 2017","kia",2017,"41,000 KM","Automatic","Petrol","Black","1600",370000
"1072","Used Kia Cerato Koup 1.6L Turbo 2011","kia",2011,"199 KM","Automatic","Petrol","Red","2000",180000
"1073","Used Kia Sephia 2000","kia",2000,"200,000 KM","Manual","Petrol","Gold","1599",54996
"1074","Used Kia Rio 4 Door Sedan 1.4L 2006","kia",2006,"500,000 KM","Manual","Petrol","Silver","1400",65000
"1075","Used Kia Cee'd 1.6L Basic 2019","kia",2019,"30,000 KM","Automatic","Petrol","Black","N/A",325000
"1076","Used Kia Carens 2014","kia",2014,"50,000 KM","Automatic","Petrol","Black","1600",235000
"1077","Used Kia Cerato 1.6L LX 2008","kia",2008,"230,000 KM","Automatic","Petrol","Other","1600",138000
"1078","New Toyota Hilux 2023","kia",2023,"0 KM","Manual","Diesel","White","2400",995000
"1079","Used Kia Cerato 1.6L Sedan 2007","kia",2007,"94 KM","Manual","Petrol","Other","1600",120000
"1080","Used Kia Cerato 1.6L Sedan 2010","kia",2010,"99,000 KM","Automatic","Petrol","Blue","1600",173000
"1081","Used Kia Shuma 1998","kia",1998,"235,000 KM","Manual","Petrol","Black","1500",50000
"1082","Used Kia Sportage 2018","kia",2018,"50,000 KM","Automatic","Petrol","Gold","1600",410000
"1083","Used Kia Sportage 2018","kia",2018,"50,000 KM","Automatic","Petrol","Gold","1600",410000
"1084","New Kia Cerato 1.6L Top 2016","kia",2016,"45,000 KM","Automatic","Petrol","Silver","1600",250000
"1085","Used Kia Sportage 2018","kia",2018,"40,000 KM","Automatic","Petrol","Silver","1600",420000
"1086","Used Kia Cerato 1.6L Base 2016","kia",2016,"173,000 KM","Automatic","Petrol","Red","1600",240000
"1087","Used Kia Cerato 1.6L SX 2010","kia",2010,"118 KM","Automatic","Petrol","Blue","1600",159000
"1088","Used Kia Rio 2016","kia",2016,"76,000 KM","Automatic","Petrol","Beige","1500",210000
"1089","Used Kia Carens 1.6L Base 2016","kia",2016,"115,000 KM","Automatic","Petrol","Brown","1591",310000
"1090","Used Kia Carens 2010","kia",2010,"212,000 KM","Automatic","Petrol","Silver","1600",185000
"1091","New Toyota Hilux 2023","kia",2023,"0 KM","Manual","Diesel","White","2400",995000
"1092","New Kia Carens 2015","kia",2015,"196,000 KM","Automatic","Petrol","Black","1600",300000
"1093","Used Kia Sephia 2000","kia",2000,"147,000 KM","Manual","Petrol","Red","1500",67000
"1094","Used Kia Picanto Base 2012","kia",2012,"126,000 KM","Manual","Petrol","Beige","1200",135000
"1095","Used Kia Cerato 2015","kia",2015,"68,000 KM","Automatic","Petrol","Brown","1600",240000
"1096","Used Kia Picanto 2010","kia",2010,"190,000 KM","Automatic","Petrol","Red","1100",113000
"1097","Used Kia Cee'd 1.6L Top 2016","kia",2016,"60,000 KM","Automatic","Petrol","White","1600",240000
"1098","Used Kia Carens 1.6L Mid Option 2010","kia",2010,"164,000 KM","Automatic","Petrol","Black","1591",199000
"1099","Used Kia Carnival 2006","kia",2006,"160,000 KM","Automatic","Petrol","Blue","3800",275000
"1100","Used Kia Cerato 1.6L EX 2008","kia",2008,"200,000 KM","Manual","Petrol","Black","1591",270000
"1101","Used Kia Sportage 1.6L Standard 2012","kia",2012,"211,000 KM","Automatic","Petrol","Black","1600",290000
"1102","Used Kia Picanto 2010","kia",2010,"57,500 KM","Manual","Petrol","Other","1100",105000
"1103","Used Kia Cerato 2016","kia",2016,"115,000 KM","N/A","N/A","Black","1600",255000
"1104","New Toyota Hilux 2023","kia",2023,"0 KM","Manual","Diesel","White","2400",995000
"1105","Used Kia Cerato 1.6L Base 2016","kia",2016,"115,000 KM","Automatic","Petrol","Black","1600",255000
"1106","كيا سيفيا 1996 مستعملة","kia",1996,"157,000 KM","Manual","Petrol","Silver","N/A",65000
"1107","Used Kia Cerato 1.6L EX 2017","kia",2017,"46,000 KM","Automatic","Petrol","Gray","1591",260000
"1108","Used Kia Sephia 2000","kia",2000,"200,000 KM","Manual","Petrol","White","1500",80000
"1109","Used Kia Sportage 1.6L LX (FWD) 2017","kia",2017,"45,002 KM","Automatic","Petrol","Brown","1600",390000
"1110","Used Kia Sportage 2.0L Base (AWD) 2007","kia",2007,"300,000 KM","Automatic","Petrol","Gray","1998",215000
"1111","Used Kia Rio 4 Door Sedan 1.4L 2017","kia",2017,"70,000 KM","Automatic","Petrol","Silver","1400",192000
"1112","Used Kia Sorento 3.5L Top 2006","kia",2006,"185,000 KM","Automatic","Petrol","Silver","3500",600000
"1113","Used Kia Rio 5 Door Hatchback 1.4L 2013","kia",2013,"236,000 KM","Automatic","Petrol","Silver","1400",180000
"1114","Used Kia Sephia 1995","kia",1995,"200,000 KM","Manual","Petrol","Red","1500",65000
"1115","Used Kia Carnival 3.3 EX 2009","kia",2009,"170,000 KM","Automatic","Petrol","Black","3300",370000
"1116","Used Kia Cerato 1.6L EX 2017","kia",2017,"31,000 KM","Automatic","Petrol","Silver","1591",275000
"1117","New Toyota Hilux 2023","kia",2023,"0 KM","Manual","Diesel","White","2400",995000
"1118","Used Kia Picanto Base 2012","kia",2012,"125,000 KM","Automatic","Petrol","Gray","1200",150000
"1119","Used Kia Cerato 2010","kia",2010,"170 KM","Automatic","Petrol","Black","1600",210000
"1120","Used Kia Carens 1.6L Top 2012","kia",2012,"69,000 KM","Automatic","Petrol","Beige","1591",230000
"1121","Used Kia Picanto Base 2010","kia",2010,"145,000 KM","Manual","Petrol","Red","1200",90000
"1122","Used Kia Carens 2.0 LX 2015","kia",2015,"34,700 KM","Automatic","Petrol","Black","1591",330000
"1123","Used Kia Cerato 1.6L MPI Top 2011","kia",2011,"180,000 KM","Automatic","Petrol","Silver","1600",210000
"1124","Used Nissan Qashqai Top 2019","nissan",2019,"90,000 KM","Automatic","Petrol","White","1300",950000
"1125","Used Nissan Qashqai X 2021","nissan",2021,"40,000 KM","Automatic","Petrol","Blue","2000",1150000
"1126","Used Nissan Sunny 1.5L Base 2020","nissan",2020,"90,000 KM","Automatic","Petrol","Other","1498",475000
"1127","New Toyota Hilux 2023","nissan",2023,"0 KM","Manual","Diesel","White","2400",995000
"1128","Used Nissan Sunny 1.6L SL 2018","nissan",2018,"280,000 KM","Manual","Petrol","Gray","1600",340000
"1129","Used Nissan Qashqai 1.3 A/T Turbo Tekna 2016","nissan",2016,"340,000 KM","Automatic","Petrol","White","1300",600000
"1130","Used Nissan Sunny 1.6L S A/T 2023","nissan",2023,"15,000 KM","Automatic","Petrol","Silver","1500",560000
"1131","Used Nissan Sunny 1.6L S A/T 2023","nissan",2023,"20,000 KM","Automatic","Petrol","Silver","1500",620000
"1132","Used Nissan Qashqai 2018","nissan",2018,"128,000 KM","Automatic","Petrol","Other","N/A",890000
"1133","Used Nissan Sentra 1.6L SV 2019","nissan",2019,"164,000 KM","Automatic","Petrol","Bronze","1598",680000
"1134","Used Nissan Tiida 1.8 Sedan 2009","nissan",2009,"77,000 KM","Automatic","Petrol","Gold","1600",390000
"1135","Used Nissan Sunny 2020","nissan",2020,"72,000 KM","Automatic","Petrol","Red","1500",469000
"1136","Used Nissan Pickup 1980","nissan",1980,"29,999 KM","Manual","Diesel","White","3000",225000
"1137","Used Nissan Sunny 2014","nissan",2014,"169,000 KM","Automatic","Petrol","Red","1600",320000
"1138","Used Nissan Sunny 2014","nissan",2014,"169,000 KM","Automatic","Petrol","Red","1600",320000
"1139","Used Nissan Sunny 1.5L Base 2022","nissan",2022,"50,000 KM","Automatic","Petrol","Red","1498",498000
"1140","New Toyota Hilux 2023","nissan",2023,"0 KM","Manual","Diesel","White","2400",995000
"1141","Used Nissan Sunny 1.6L Super Saloon 2020","nissan",2020,"450 KM","Automatic","Petrol","Gray","1600",560000
"1142","Used Nissan Sentra 2.0L SR 2016","nissan",2016,"15,600 KM","Automatic","Petrol","Red","2000",580000
"1143","Used Nissan Sunny 1.6L Super Saloon 2019","nissan",2019,"74,000 KM","Automatic","Petrol","Black","1600",490000
"1144","Used Nissan Sunny 1.5L Super Saloon 2015","nissan",2015,"11,000 KM","Automatic","Petrol","Bronze","1498",400000
"1145","Used Nissan Sunny 2004","nissan",2004,"241,000 KM","Automatic","Petrol","Gold","1300",270000
"1146","Used Nissan Qashqai High 2020","nissan",2020,"75,000 KM","Automatic","Petrol","Black","1200",800000
"1147","Used Nissan Sunny 1999","nissan",1999,"214,000 KM","Manual","Petrol","Silver","1300",200000
"1148","Used Nissan Sunny 1.6L Super Saloon 2017","nissan",2017,"21,000 KM","Automatic","Petrol","Red","1600",520000
"1149","Used Nissan Sunny 1.5 Mid 2022","nissan",2022,"37,000 KM","Automatic","Petrol","Gray","1498",520000
"1150","Used Nissan Pathfinder 3.5L SV 4WD 2001","nissan",2001,"360,000 KM","Automatic","Petrol","Black","3498",440000
"1151","Used Nissan Sunny 1.6L Super Saloon 2016","nissan",2016,"170,000 KM","CVT","Petrol","Maroon","1600",410000
"1152","Used Nissan Sunny 2021","nissan",2021,"100,000 KM","Automatic","Petrol","Silver","1500",475000
"1153","New Toyota Hilux 2023","nissan",2023,"0 KM","Manual","Diesel","White","2400",995000
"1154","Used Nissan Qashqai High 2017","nissan",2017,"105 KM","CVT","Petrol","Gray","1200",780000
"1155","Used Nissan Qashqai S 2WD 2020","nissan",2020,"20,000 KM","Automatic","Petrol","Red","1600",1200000
"1156","Used Nissan Juke 1.6L TURBO 2014","nissan",2014,"103,000 KM","Manual","Petrol","Black","1600",700000
"1157","Used Nissan Sunny 1.6L Super Saloon 2021","nissan",2021,"56,000 KM","Automatic","Petrol","Black","1500",534999
"1158","Used Nissan Sunny Classic 2021","nissan",2021,"54,000 KM","Automatic","Petrol","Gray","1500",480000
"1159","Used Nissan Sunny 1.6L SV 2018","nissan",2018,"100,000 KM","CVT","Petrol","Red","1600",350000
"1160","Used Nissan Sunny 1.5L Super Saloon 2015","nissan",2015,"11,000 KM","Automatic","Petrol","Bronze","1498",430000
"1161","Used Nissan Sunny 1.6L Super Saloon 2014","nissan",2014,"105,000 KM","Automatic","Petrol","Bronze","1500",375000
"1162","Used Nissan Sunny 1.5 SL 2015","nissan",2015,"11,000 KM","Automatic","Petrol","Bronze","1498",430000
"1163","Used Nissan Sunny 1.5L Base 2016","nissan",2016,"9,000 KM","Automatic","Petrol","Tan","1498",450000
"1164","Used Nissan Sunny 1.6L S A/T 2012","nissan",2012,"250,000 KM","Automatic","Petrol","Beige","1600",285000
"1165","Used Nissan Sunny 1.6L Super Saloon 2021","nissan",2021,"80,000 KM","Automatic","Hybrid","Red","1600",450000
"1166","New Toyota Hilux 2023","nissan",2023,"0 KM","Manual","Diesel","White","2400",995000
"1167","Used Nissan Juke 1.0T Tekna Perso 2022","nissan",2022,"9,000 KM","Automatic","Petrol","Red","1000",1100000
"1168","Used Nissan Sunny 2022","nissan",2022,"70,000 KM","Automatic","N/A","Other","N/A",510000
"1169","Used Nissan Sunny Classic 2013","nissan",2013,"160,000 KM","Automatic","Petrol","Gray","1600",305000
"1170","Used Nissan Sunny 2021","nissan",2021,"140,000 KM","Automatic","Petrol","Silver","1400",450000
"1171","Used Nissan Qashqai 2012","nissan",2012,"185,000 KM","Automatic","Petrol","Burgundy","1600",500000
"1172","Used Nissan Sunny Classic 2013","nissan",2013,"119,000 KM","Automatic","Petrol","Gray","1500",320000
"1173","Used Nissan Qashqai 2.0 SE 2021","nissan",2021,"11,200 KM","Manual","Petrol","Blue","1200",1250000
"1174","Used Nissan Sunny 2012","nissan",2012,"42,000 KM","Automatic","Petrol","Black","N/A",460000
"1175","Used Nissan Sunny 2016","nissan",2016,"57,000 KM","Automatic","Petrol","Bronze","1600",400000
"1176","Used Nissan Patrol Super Safari 1983","nissan",1983,"450,000 KM","Manual","Diesel","Maroon","2500",150000
"1177","Used Nissan Sunny 1.5 SE 2020","nissan",2020,"137,000 KM","Automatic","Petrol","Tan","1500",430000
"1178","Used Nissan Sunny 1.5 SE 2021","nissan",2021,"78,000 KM","Automatic","Petrol","Beige","1500",450000
"1179","New Toyota Hilux 2023","nissan",2023,"0 KM","Manual","Diesel","White","2400",995000
"1180","Used Nissan Tiida 1.8 Sedan 2012","nissan",2012,"99,000 KM","Automatic","Petrol","Red","1600",340000
"1181","Used Nissan Sunny 2010","nissan",2010,"230,000 KM","Automatic","Diesel","Silver","1600",390000
"1182","Used Nissan Qashqai X 2019","nissan",2019,"91,000 KM","Manual","Petrol","White","1200",950000
"1183","Used Nissan Qashqai 2019","nissan",2019,"91,000 KM","Automatic","Petrol","White","1200",950000
"1184","Used Nissan Sentra 1.6L Sedan 2023","nissan",2023,"3,000 KM","Automatic","Petrol","Gold","1598",870000
"1185","Used Nissan Qashqai 2019","nissan",2019,"50,000 KM","Automatic","Petrol","White","1500",95000000
"1186","Used Nissan Sunny PE 2021","nissan",2021,"50,000 KM","Automatic","Petrol","Gray","1500",402000
"1187","Used Nissan Sunny PE 2018","nissan",2018,"43,000 KM","Automatic","Petrol","Gray","1500",400000
"1188","Used Nissan Sunny 2013","nissan",2013,"180,000 KM","Automatic","Petrol","Bronze","N/A",355000
"1189","Used Nissan Sunny PE 2018","nissan",2018,"13,000 KM","Automatic","Petrol","Gray","1500",460000
"1190","Used Nissan Sunny 2020","nissan",2020,"113,000 KM","Automatic","Petrol","Black","1500",385000
"1191","Used Nissan Sunny 2021","nissan",2021,"30,000 KM","Automatic","Petrol","Bronze","1300",470000
"1192","New Toyota Hilux 2023","nissan",2023,"0 KM","Manual","Diesel","White","2400",995000
"1193","Used Nissan Sunny PE 2020","nissan",2020,"105,000 KM","Automatic","Petrol","Black","1500",385000
"1194","Used Nissan Sentra 1.6L Sedan 2017","nissan",2017,"122,000 KM","CVT","Petrol","Gray","1598",470000
"1195","Used Nissan Sunny PE 2015","nissan",2015,"145,000 KM","Automatic","Petrol","Black","1600",260000
"1196","Used Nissan Sunny 2020","nissan",2020,"65,000 KM","Automatic","Petrol","Silver","1500",400000
"1197","Used Nissan Sunny 1.5 SE 2022","nissan",2022,"25,000 KM","Automatic","Petrol","Black","1500",430000
"1198","Used Nissan Sunny 2013","nissan",2013,"150,000 KM","Automatic","Petrol","Red","N/A",300000
"1199","Used Nissan Kicks 1.6 SL 2017","nissan",2017,"110,000 KM","Automatic","Petrol","Gray","1598",400000
"1200","Used Nissan Sunny 2006","nissan",2006,"360,000 KM","Manual","Petrol","Silver","1600",230000
"1201","Used Nissan Sunny 2018","nissan",2018,"95,000 KM","Automatic","Petrol","Other","1500",425000
"1202","Used Nissan Sunny 2014","nissan",2014,"102,000 KM","Automatic","Petrol","Bronze","1500",385000
"1203","Used Nissan Sunny 2016","nissan",2016,"94,500 KM","Automatic","Petrol","Red","1500",330000
"1204","Used Nissan Sunny 2018","nissan",2018,"105,000 KM","Automatic","Petrol","Bronze","1500",395000
"1205","New Toyota Hilux 2023","nissan",2023,"0 KM","Manual","Diesel","White","2400",995000
"1206","Used Nissan Sunny 1.5 SE 2014","nissan",2014,"160,000 KM","Automatic","Petrol","Gold","1500",315000
"1207","Used Nissan Sunny 2019","nissan",2019,"35,000 KM","Automatic","Petrol","Brown","1500",430000
"1208","Used Nissan Sunny PE 2022","nissan",2022,"7,000 KM","Manual","Petrol","Black","1500",480000
"1209","Used Nissan Sunny PE 2014","nissan",2014,"150,000 KM","Automatic","Petrol","Red","1500",250000
"1210","Used Nissan Kicks 2019","nissan",2019,"75,000 KM","Automatic","Petrol","Orange","N/A",750000
"1211","Used Nissan Sunny 1.5L SV Comfort 2018","nissan",2018,"90,000 KM","Automatic","Petrol","Gray","1498",360000
"1212","Used Nissan Qashqai Top 2017","nissan",2017,"150,000 KM","CVT","Petrol","Red","1200",600000
"1213","Used Nissan Juke 1.6L 2013","nissan",2013,"190,000 KM","Automatic","Petrol","Maroon","1600",375000
"1214","Used Nissan Sunny 2018","nissan",2018,"180,000 KM","Automatic","Petrol","Other","1600",275000
"1215","Used Nissan Tiida 1.8 Hatchback 2007","nissan",2007,"150,000 KM","Automatic","Petrol","Gold","1600",200000
"1216","Used Nissan Juke 1.6L 2013","nissan",2013,"146,000 KM","CVT","Petrol","Black","1600",370000
"1217","Used Nissan Sentra 1.6L Full Option 2023","nissan",2023,"11,000 KM","Automatic","Petrol","Gray","1598",600000
"1218","New Toyota Hilux 2023","nissan",2023,"0 KM","Manual","Diesel","White","2400",995000
"1219","Used Nissan Sunny 1.6L S A/T 2022","nissan",2022,"75,000 KM","Automatic","Petrol","Bronze","1600",370000
"1220","Used Nissan Juke 1.0T Tekna 2021","nissan",2021,"35,000 KM","Automatic","Petrol","Burgundy","999",670000
"1221","Used Nissan Sunny 2022","nissan",2022,"27,500 KM","Automatic","Petrol","Bronze","1500",385000
"1222","Used Nissan Qashqai 1.2T Acenta 2021","nissan",2021,"15,000 KM","Automatic","Petrol","Blue","1200",750000
"1223","Used Nissan Sunny 1.6L Super Saloon 2021","nissan",2021,"78,000 KM","CVT","Petrol","Gray","1500",400000
"1224","Used Nissan Sunny 1.6L S M/T 2021","nissan",2021,"36,000 KM","Manual","Petrol","Gray","1600",360000
"1225","Used Nissan Sunny 1.5L S 2018","nissan",2018,"61,500 KM","Automatic","Petrol","Black","1498",315000
"1226","Used Nissan Sunny 1.6L S A/T 2021","nissan",2021,"36,000 KM","CVT","Petrol","Gray","1600",360000
"1227","Used Nissan Sentra 1.6L S 2016","nissan",2016,"240,000 KM","Automatic","Petrol","Silver","1598",285000
"1228","Used Nissan Kicks 1.6 SV 2020","nissan",2020,"20,000 KM","Automatic","Petrol","White","N/A",62000
"1229","Used Nissan Sentra 2020","nissan",2020,"50,000 KM","Automatic","Petrol","Gray","1600",40002
"1230","Used Nissan Qashqai Top 2017","nissan",2017,"99,000 KM","CVT","Petrol","White","1200",497000
"1231","New Toyota Hilux 2023","nissan",2023,"0 KM","Manual","Diesel","White","2400",995000
"1232","Used Nissan Sentra 1.6L S 2018","nissan",2018,"230 KM","Automatic","Petrol","Silver","1598",320000
"1233","Used Nissan Sunny 2020","nissan",2020,"20,000 KM","Automatic","Petrol","Silver","1500",340000
"1234","Used Nissan Sentra 1.6L S 2016","nissan",2016,"147,000 KM","Automatic","Petrol","Silver","1600",365000
"1235","Used Nissan Sunny 2017","nissan",2017,"120,000 KM","Automatic","Petrol","Black","N/A",250000
"1236","Used Nissan Juke 2014","nissan",2014,"150,000 KM","CVT","N/A","Red","N/A",560000
"1237","Used Nissan Sunny 1.6L S M/T 2021","nissan",2021,"7,000 KM","Manual","Petrol","Gray","1600",275000
"1238","Used Nissan Sunny 2022","nissan",2022,"10,000 KM","Automatic","N/A","Other","N/A",400000
"1239","Used Nissan Juke 2013","nissan",2013,"80,000 KM","Automatic","Petrol","Silver","1600",360000
"1240","Used Nissan Sunny 2015","nissan",2015,"170,000 KM","Automatic","Petrol","Silver","1500",175000
"1241","Used Nissan Tiida 2014","nissan",2014,"195,000 KM","Automatic","Petrol","Red","1600",275000
"1242","Used Nissan Sunny 1.5L Super Saloon 2019","nissan",2019,"97,000 KM","Automatic","Petrol","Silver","1498",295000
"1243","Used Nissan Sentra 1.6L Premium SV 2021","nissan",2021,"42,009 KM","Automatic","Petrol","Red","1598",430000
"1244","New Toyota Hilux 2023","nissan",2023,"0 KM","Manual","Diesel","White","2400",995000
"1245","Used Nissan Sunny 2017","nissan",2017,"55,000 KM","Automatic","Petrol","Bronze","1600",365000
"1246","Used Nissan Sunny 2014","nissan",2014,"97,389 KM","Automatic","Petrol","Bronze","1498",220000
"1247","Used Nissan Sunny 2020","nissan",2020,"23,000 KM","Automatic","Petrol","Maroon","1500",320000
"1248","Used Nissan Pickup 2015","nissan",2015,"55,000 KM","Manual","Diesel","Beige","2000",375000
"1249","Used Nissan Sentra 2020","nissan",2020,"133,000 KM","N/A","N/A","Silver","1",370000
"1250","Used Nissan Sunny 1.5L Super Saloon 2013","nissan",2013,"180,000 KM","Automatic","Petrol","Silver","1500",220000
"1251","Used Nissan Sunny 2014","nissan",2014,"97,000 KM","Automatic","Petrol","Red","1500",188000
"1252","Used Nissan Sunny 2022","nissan",2022,"5,000 KM","Automatic","Petrol","Silver","1500",350000
"1253","Used Nissan Sentra 2018","nissan",2018,"73,000 KM","Automatic","Petrol","Gray","1600",380000
"1254","Used Nissan Sunny 2020","nissan",2020,"60,000 KM","Automatic","Petrol","Red","1500",315000
"1255","Used Nissan Sunny 1.6L Super Saloon 2013","nissan",2013,"40,000 KM","CVT","Petrol","Bronze","1600",285000
"1256","Used Nissan Sentra 1.6L S 2018","nissan",2018,"180,000 KM","Automatic","Petrol","Bronze","1598",335000
"1257","New Toyota Hilux 2023","nissan",2023,"0 KM","Manual","Diesel","White","2400",995000
"1258","Used Nissan Sentra 1.6L S 2018","nissan",2018,"180,000 KM","Automatic","Petrol","Bronze","1598",335000
