id,Age,Citizenship,Status,Lifeboat,Adult.Minor,Sex,Survived,Pasajero,Class,Template
1479,35,British,Married,No,Adult,Female,Lost,Passenger,Third,(Pasajero (id 1479)(sexo Female)(status Married)(adult Adult)(clase Third))
1480,7,USA,Single,No,Minor,Female,Lost,Passenger,Third,(Pasajero (id 1480)(sexo Female)(status Single)(adult Minor)(clase Third))
1481,11,USA,Single,No,Infant,Male,Lost,Passenger,Third,(Pasajero (id 1481)(sexo Male)(status Single)(adult Infant)(clase Third))
1482,27,British,Married,No,Adult,Female,Saved,Passenger,Third,(Pasajero (id 1482)(sexo Female)(status Married)(adult Adult)(clase Third))
1483,23,Russian,Married,No,Adult,Male,Lost,Passenger,Third,(Pasajero (id 1483)(sexo Male)(status Married)(adult Adult)(clase Third))
1484,21,British,Married,No,Adult,Male,Lost,Passenger,Third,(Pasajero (id 1484)(sexo Male)(status Married)(adult Adult)(clase Third))
1485,32,Russian,Married,No,Adult,Male,Lost,Passenger,Third,(Pasajero (id 1485)(sexo Male)(status Married)(adult Adult)(clase Third))
1486,20,Russian,Single,No,Adult,Male,Lost,Passenger,Third,(Pasajero (id 1486)(sexo Male)(status Single)(adult Adult)(clase Third))
1487,30,British,Married,Si,Adult,Male,Saved,Passenger,Third,(Pasajero (id 1487)(sexo Male)(status Married)(adult Adult)(clase Third))
1488,39,Russian,Married,No,Adult,Male,Lost,Passenger,Third,(Pasajero (id 1488)(sexo Male)(status Married)(adult Adult)(clase Third))
1489,26,British,Single,No,Adult,Female,Lost,Passenger,Third,(Pasajero (id 1489)(sexo Female)(status Single)(adult Adult)(clase Third))
1490,40,British,Married,No,Adult,Male,Saved,Passenger,Third,(Pasajero (id 1490)(sexo Male)(status Married)(adult Adult)(clase Third))
1491,34,Russian,Married,No,Adult,Male,Saved,Passenger,Third,(Pasajero (id 1491)(sexo Male)(status Married)(adult Adult)(clase Third))
1492,50,Russian,Single,No,Adult,Male,Lost,Passenger,Third,(Pasajero (id 1492)(sexo Male)(status Single)(adult Adult)(clase Third))
1493,24,British,Single,No,Adult,Female,Lost,Passenger,Third,(Pasajero (id 1493)(sexo Female)(status Single)(adult Adult)(clase Third))
1494,50,British,Married,No,Adult,Female,Lost,Passenger,Third,(Pasajero (id 1494)(sexo Female)(status Married)(adult Adult)(clase Third))
1495,29,British,Married,No,Adult,Male,Lost,Passenger,Third,(Pasajero (id 1495)(sexo Male)(status Married)(adult Adult)(clase Third))
1496,11,British,Single,No,Infant,Male,Lost,Passenger,Third,(Pasajero (id 1496)(sexo Male)(status Single)(adult Infant)(clase Third))
1497,26,British,Married,No,Adult,Female,Saved,Passenger,Third,(Pasajero (id 1497)(sexo Female)(status Married)(adult Adult)(clase Third))
1498,35,British,Married,No,Adult,Female,Saved,Passenger,Third,(Pasajero (id 1498)(sexo Female)(status Married)(adult Adult)(clase Third))
1499,56,British,Married,No,Adult,Female,Saved,Passenger,Third,(Pasajero (id 1499)(sexo Female)(status Married)(adult Adult)(clase Third))
1500,31,British,Married,No,Adult,Male,Lost,Passenger,Third,(Pasajero (id 1500)(sexo Male)(status Married)(adult Adult)(clase Third))
1501,27,British,Single,No,Adult,Male,Saved,Passenger,Third,(Pasajero (id 1501)(sexo Male)(status Single)(adult Adult)(clase Third))
1502,22,Russian,Otros,No,Adult,Male,Saved,Passenger,Third,(Pasajero (id 1502)(sexo Male)(status Otros)(adult Adult)(clase Third))
1503,28,British,Single,No,Adult,Male,Lost,Passenger,Third,(Pasajero (id 1503)(sexo Male)(status Single)(adult Adult)(clase Third))
1504,23,British,Single,No,Adult,Male,Lost,Passenger,Third,(Pasajero (id 1504)(sexo Male)(status Single)(adult Adult)(clase Third))
1505,27,British,Married,No,Adult,Male,Lost,Passenger,Third,(Pasajero (id 1505)(sexo Male)(status Married)(adult Adult)(clase Third))
1506,32,British,Married,No,Adult,Male,Saved,Passenger,Third,(Pasajero (id 1506)(sexo Male)(status Married)(adult Adult)(clase Third))
1507,30,British,Single,No,Adult,Male,Saved,Passenger,Third,(Pasajero (id 1507)(sexo Male)(status Single)(adult Adult)(clase Third))
1508,28,British,Married,No,Adult,Male,Lost,Passenger,Third,(Pasajero (id 1508)(sexo Male)(status Married)(adult Adult)(clase Third))
1509,22,British,Single,No,Adult,Male,Saved,Passenger,Third,(Pasajero (id 1509)(sexo Male)(status Single)(adult Adult)(clase Third))
1510,24,British,Single,No,Adult,Female,Lost,Passenger,Third,(Pasajero (id 1510)(sexo Female)(status Single)(adult Adult)(clase Third))
1511,35,British,Married,No,Adult,Male,Saved,Passenger,Third,(Pasajero (id 1511)(sexo Male)(status Married)(adult Adult)(clase Third))
1512,27,British,Single,No,Adult,Male,Lost,Passenger,Third,(Pasajero (id 1512)(sexo Male)(status Single)(adult Adult)(clase Third))
1513,30,British,Married,No,Adult,Male,Lost,Passenger,Third,(Pasajero (id 1513)(sexo Male)(status Married)(adult Adult)(clase Third))
1514,26,Russian,Married,No,Adult,Male,Lost,Passenger,Third,(Pasajero (id 1514)(sexo Male)(status Married)(adult Adult)(clase Third))
1515,32,British,Married,No,Adult,Male,Lost,Passenger,Third,(Pasajero (id 1515)(sexo Male)(status Married)(adult Adult)(clase Third))
1516,46,British,Married,No,Adult,Female,Saved,Passenger,Third,(Pasajero (id 1516)(sexo Female)(status Married)(adult Adult)(clase Third))
1517,31,British,Married,No,Adult,Male,Saved,Passenger,Third,(Pasajero (id 1517)(sexo Male)(status Married)(adult Adult)(clase Third))
1518,24,Russian,Single,No,Adult,Male,Lost,Passenger,Third,(Pasajero (id 1518)(sexo Male)(status Single)(adult Adult)(clase Third))
1519,4,British,Single,No,Minor,Male,Lost,Passenger,Third,(Pasajero (id 1519)(sexo Male)(status Single)(adult Minor)(clase Third))
1520,26,British,Married,No,Adult,Female,Lost,Passenger,Third,(Pasajero (id 1520)(sexo Female)(status Married)(adult Adult)(clase Third))
1521,32,British,Married,No,Adult,Female,Lost,Passenger,Third,(Pasajero (id 1521)(sexo Female)(status Married)(adult Adult)(clase Third))
1522,22,Russian,Single,No,Adult,Male,Lost,Passenger,Third,(Pasajero (id 1522)(sexo Male)(status Single)(adult Adult)(clase Third))
1523,29,British,Single,No,Adult,Female,Saved,Passenger,Third,(Pasajero (id 1523)(sexo Female)(status Single)(adult Adult)(clase Third))
1524,32,Norwegian,Single,No,Adult,Female,Saved,Passenger,Third,(Pasajero (id 1524)(sexo Female)(status Single)(adult Adult)(clase Third))
1525,32,Russian,Single,No,Adult,Male,Lost,Passenger,Third,(Pasajero (id 1525)(sexo Male)(status Single)(adult Adult)(clase Third))
1526,27,British,Otros,No,Adult,Male,Lost,Passenger,Third,(Pasajero (id 1526)(sexo Male)(status Otros)(adult Adult)(clase Third))
1527,23,British,Married,No,Adult,Male,Lost,Passenger,Third,(Pasajero (id 1527)(sexo Male)(status Married)(adult Adult)(clase Third))
1528,27,Russian,Married,No,Adult,Male,Lost,Passenger,Third,(Pasajero (id 1528)(sexo Male)(status Married)(adult Adult)(clase Third))
1529,35,Persian,Married,No,Adult,Male,Lost,Passenger,Third,(Pasajero (id 1529)(sexo Male)(status Married)(adult Adult)(clase Third))
1530,28,British,Married,No,Adult,Male,Lost,Passenger,Third,(Pasajero (id 1530)(sexo Male)(status Married)(adult Adult)(clase Third))
1531,22,Russian,Married,No,Adult,Male,Lost,Passenger,Third,(Pasajero (id 1531)(sexo Male)(status Married)(adult Adult)(clase Third))
1532,46,Mexican,Single,No,Adult,Male,Lost,Passenger,Third,(Pasajero (id 1532)(sexo Male)(status Single)(adult Adult)(clase Third))
1533,45,Russian,Married,No,Adult,Male,Lost,Passenger,Third,(Pasajero (id 1533)(sexo Male)(status Married)(adult Adult)(clase Third))
1534,29,British,Single,No,Adult,Male,Lost,Passenger,Third,(Pasajero (id 1534)(sexo Male)(status Single)(adult Adult)(clase Third))
1535,21,British,Married,No,Adult,Male,Lost,Passenger,Third,(Pasajero (id 1535)(sexo Male)(status Married)(adult Adult)(clase Third))
1536,23,British,Married,No,Adult,Male,Saved,Passenger,Third,(Pasajero (id 1536)(sexo Male)(status Married)(adult Adult)(clase Third))
1537,27,Russian,Married,No,Adult,Male,Saved,Passenger,Third,(Pasajero (id 1537)(sexo Male)(status Married)(adult Adult)(clase Third))
1538,34,Russian,Married,No,Adult,Male,Lost,Passenger,Third,(Pasajero (id 1538)(sexo Male)(status Married)(adult Adult)(clase Third))
1539,16,Russian,Single,No,Minor,Male,Saved,Passenger,Third,(Pasajero (id 1539)(sexo Male)(status Single)(adult Minor)(clase Third))
1540,40,British,Single,No,Adult,Male,Lost,Passenger,Third,(Pasajero (id 1540)(sexo Male)(status Single)(adult Adult)(clase Third))
1541,30,British,Single,No,Adult,Male,Saved,Passenger,Third,(Pasajero (id 1541)(sexo Male)(status Single)(adult Adult)(clase Third))
1542,38,Russian,Single,No,Adult,Male,Lost,Passenger,Third,(Pasajero (id 1542)(sexo Male)(status Single)(adult Adult)(clase Third))
1543,44,Russian,Married,No,Adult,Male,Saved,Passenger,Third,(Pasajero (id 1543)(sexo Male)(status Married)(adult Adult)(clase Third))
1544,25,British,Married,No,Adult,Male,Lost,Passenger,Third,(Pasajero (id 1544)(sexo Male)(status Married)(adult Adult)(clase Third))
1545,34,Russian,Single,No,Adult,Male,Saved,Passenger,Third,(Pasajero (id 1545)(sexo Male)(status Single)(adult Adult)(clase Third))
1546,29,British,Single,No,Adult,Female,Saved,Passenger,Third,(Pasajero (id 1546)(sexo Female)(status Single)(adult Adult)(clase Third))
1547,50,British,Single,No,Adult,Male,Lost,Passenger,Third,(Pasajero (id 1547)(sexo Male)(status Single)(adult Adult)(clase Third))
1548,26,British,Married,No,Adult,Female,Lost,Passenger,Third,(Pasajero (id 1548)(sexo Female)(status Married)(adult Adult)(clase Third))
1549,4,British,Single,Si,Minor,Female,Saved,Passenger,Third,(Pasajero (id 1549)(sexo Female)(status Single)(adult Minor)(clase Third))
1550,4,British,Single,Si,Minor,Female,Saved,Passenger,Third,(Pasajero (id 1550)(sexo Female)(status Single)(adult Minor)(clase Third))
1551,30,British,Married,No,Adult,Male,Saved,Passenger,Third,(Pasajero (id 1551)(sexo Male)(status Married)(adult Adult)(clase Third))
1552,29,British,Married,No,Adult,Female,Saved,Passenger,Third,(Pasajero (id 1552)(sexo Female)(status Married)(adult Adult)(clase Third))
1553,26,British,Single,No,Adult,Male,Lost,Passenger,Third,(Pasajero (id 1553)(sexo Male)(status Single)(adult Adult)(clase Third))
1554,26,British,Married,No,Adult,Female,Lost,Passenger,Third,(Pasajero (id 1554)(sexo Female)(status Married)(adult Adult)(clase Third))
1555,28,Persian,Married,No,Adult,Male,Lost,Passenger,Third,(Pasajero (id 1555)(sexo Male)(status Married)(adult Adult)(clase Third))
1556,8,British,Single,No,Minor,Male,Saved,Passenger,Third,(Pasajero (id 1556)(sexo Male)(status Single)(adult Minor)(clase Third))
1557,29,British,Married,No,Adult,Female,Lost,Passenger,Third,(Pasajero (id 1557)(sexo Female)(status Married)(adult Adult)(clase Third))
1558,29,Persian,Married,No,Adult,Male,Saved,Passenger,Third,(Pasajero (id 1558)(sexo Male)(status Married)(adult Adult)(clase Third))
1559,35,Persian,Married,No,Adult,Male,Lost,Passenger,Third,(Pasajero (id 1559)(sexo Male)(status Married)(adult Adult)(clase Third))
1560,33,British,Married,No,Adult,Male,Lost,Passenger,Third,(Pasajero (id 1560)(sexo Male)(status Married)(adult Adult)(clase Third))
1561,30,British,Married,No,Adult,Female,Lost,Passenger,Third,(Pasajero (id 1561)(sexo Female)(status Married)(adult Adult)(clase Third))
1562,37,Persian,Married,No,Adult,Male,Saved,Passenger,Third,(Pasajero (id 1562)(sexo Male)(status Married)(adult Adult)(clase Third))
1563,50,British,Married,No,Adult,Male,Saved,Passenger,Third,(Pasajero (id 1563)(sexo Male)(status Married)(adult Adult)(clase Third))
1564,53,British,Married,No,Adult,Male,Saved,Passenger,Third,(Pasajero (id 1564)(sexo Male)(status Married)(adult Adult)(clase Third))
1565,15,British,Single,No,Minor,Male,Saved,Passenger,Third,(Pasajero (id 1565)(sexo Male)(status Single)(adult Minor)(clase Third))
1566,32,British,Married,Si,Adult,Female,Saved,Passenger,Third,(Pasajero (id 1566)(sexo Female)(status Married)(adult Adult)(clase Third))
1567,53,British,Married,No,Adult,Female,Saved,Passenger,Third,(Pasajero (id 1567)(sexo Female)(status Married)(adult Adult)(clase Third))
1568,30,British,Married,No,Adult,Male,Lost,Passenger,Third,(Pasajero (id 1568)(sexo Male)(status Married)(adult Adult)(clase Third))
1569,26,British,Single,No,Adult,Male,Saved,Passenger,Third,(Pasajero (id 1569)(sexo Male)(status Single)(adult Adult)(clase Third))
1570,26,British,Married,No,Adult,Male,Lost,Passenger,Third,(Pasajero (id 1570)(sexo Male)(status Married)(adult Adult)(clase Third))
1571,19,Russian,Single,No,Adult,Male,Saved,Passenger,Third,(Pasajero (id 1571)(sexo Male)(status Single)(adult Adult)(clase Third))
1572,21,Russian,Married,No,Adult,Male,Lost,Passenger,Third,(Pasajero (id 1572)(sexo Male)(status Married)(adult Adult)(clase Third))
1573,48,British,Married,No,Adult,Male,Lost,Passenger,Third,(Pasajero (id 1573)(sexo Male)(status Married)(adult Adult)(clase Third))
1574,25,Russian,Married,No,Adult,Male,Lost,Passenger,Third,(Pasajero (id 1574)(sexo Male)(status Married)(adult Adult)(clase Third))
1575,32,Russian,Married,No,Adult,Male,Lost,Passenger,Third,(Pasajero (id 1575)(sexo Male)(status Married)(adult Adult)(clase Third))
1576,50,British,Otros,No,Adult,Male,Saved,Passenger,Third,(Pasajero (id 1576)(sexo Male)(status Otros)(adult Adult)(clase Third))
1577,30,British,Married,No,Adult,Male,Lost,Passenger,Third,(Pasajero (id 1577)(sexo Male)(status Married)(adult Adult)(clase Third))
1578,27,British,Married,No,Adult,Male,Saved,Passenger,Third,(Pasajero (id 1578)(sexo Male)(status Married)(adult Adult)(clase Third))
1579,24,British,Married,No,Adult,Female,Saved,Passenger,Third,(Pasajero (id 1579)(sexo Female)(status Married)(adult Adult)(clase Third))
1580,33,British,Single,No,Adult,Male,Saved,Passenger,Third,(Pasajero (id 1580)(sexo Male)(status Single)(adult Adult)(clase Third))
1581,24,British,Single,No,Adult,Female,Lost,Passenger,Third,(Pasajero (id 1581)(sexo Female)(status Single)(adult Adult)(clase Third))
1582,28,British,Married,No,Adult,Female,Lost,Passenger,Third,(Pasajero (id 1582)(sexo Female)(status Married)(adult Adult)(clase Third))
1583,30,British,Otros,No,Adult,Male,Lost,Passenger,Third,(Pasajero (id 1583)(sexo Male)(status Otros)(adult Adult)(clase Third))
1584,30,British,Single,No,Adult,Male,Saved,Passenger,Third,(Pasajero (id 1584)(sexo Male)(status Single)(adult Adult)(clase Third))
1585,29,Russian,Single,No,Adult,Male,Saved,Passenger,Third,(Pasajero (id 1585)(sexo Male)(status Single)(adult Adult)(clase Third))
1586,37,Russian,Single,No,Adult,Male,Lost,Passenger,Third,(Pasajero (id 1586)(sexo Male)(status Single)(adult Adult)(clase Third))
1587,28,British,Married,No,Adult,Female,Saved,Passenger,Third,(Pasajero (id 1587)(sexo Female)(status Married)(adult Adult)(clase Third))
1588,22,British,Married,No,Adult,Male,Lost,Passenger,Third,(Pasajero (id 1588)(sexo Male)(status Married)(adult Adult)(clase Third))
1589,30,Russian,Married,No,Adult,Male,Lost,Passenger,Third,(Pasajero (id 1589)(sexo Male)(status Married)(adult Adult)(clase Third))
1590,40,British,Married,No,Adult,Male,Lost,Passenger,Third,(Pasajero (id 1590)(sexo Male)(status Married)(adult Adult)(clase Third))
1591,46,Russian,Single,No,Adult,Male,Lost,Passenger,Third,(Pasajero (id 1591)(sexo Male)(status Single)(adult Adult)(clase Third))
1592,29,British,Married,No,Adult,Male,Saved,Passenger,Third,(Pasajero (id 1592)(sexo Male)(status Married)(adult Adult)(clase Third))
1593,40,British,Single,No,Adult,Female,Lost,Passenger,Third,(Pasajero (id 1593)(sexo Female)(status Single)(adult Adult)(clase Third))
1594,23,USA,Married,No,Adult,Male,Saved,Passenger,Third,(Pasajero (id 1594)(sexo Male)(status Married)(adult Adult)(clase Third))
1595,28,British,Single,No,Adult,Male,Saved,Passenger,Third,(Pasajero (id 1595)(sexo Male)(status Single)(adult Adult)(clase Third))
1596,31,British,Single,No,Adult,Male,Lost,Passenger,Third,(Pasajero (id 1596)(sexo Male)(status Single)(adult Adult)(clase Third))
1597,23,British,Single,No,Adult,Male,Saved,Passenger,Third,(Pasajero (id 1597)(sexo Male)(status Single)(adult Adult)(clase Third))
1598,26,Russian,Married,No,Adult,Male,Lost,Passenger,Third,(Pasajero (id 1598)(sexo Male)(status Married)(adult Adult)(clase Third))
1599,27,Russian,Single,No,Adult,Male,Lost,Passenger,Third,(Pasajero (id 1599)(sexo Male)(status Single)(adult Adult)(clase Third))
1600,26,Russian,Single,No,Adult,Male,Saved,Passenger,Third,(Pasajero (id 1600)(sexo Male)(status Single)(adult Adult)(clase Third))
1601,17,British,Single,No,Minor,Male,Lost,Passenger,Third,(Pasajero (id 1601)(sexo Male)(status Single)(adult Minor)(clase Third))
1602,38,Persian,Married,No,Adult,Male,Lost,Passenger,Third,(Pasajero (id 1602)(sexo Male)(status Married)(adult Adult)(clase Third))
1603,42,Russian,Married,No,Adult,Male,Saved,Passenger,Third,(Pasajero (id 1603)(sexo Male)(status Married)(adult Adult)(clase Third))
1604,19,British,Married,Si,Adult,Female,Saved,Passenger,Third,(Pasajero (id 1604)(sexo Female)(status Married)(adult Adult)(clase Third))
1605,21,British,Married,No,Adult,Male,Saved,Passenger,Third,(Pasajero (id 1605)(sexo Male)(status Married)(adult Adult)(clase Third))
1606,32,British,Married,No,Adult,Male,Lost,Passenger,Third,(Pasajero (id 1606)(sexo Male)(status Married)(adult Adult)(clase Third))
1607,18,British,Single,No,Adult,Male,Lost,Passenger,Third,(Pasajero (id 1607)(sexo Male)(status Single)(adult Adult)(clase Third))
1608,40,British,Married,No,Adult,Male,Saved,Passenger,Third,(Pasajero (id 1608)(sexo Male)(status Married)(adult Adult)(clase Third))
1609,40,British,Married,No,Adult,Female,Lost,Passenger,Third,(Pasajero (id 1609)(sexo Female)(status Married)(adult Adult)(clase Third))
1610,25,British,Married,No,Adult,Female,Saved,Passenger,Third,(Pasajero (id 1610)(sexo Female)(status Married)(adult Adult)(clase Third))
1611,28,Russian,Single,No,Adult,Male,Saved,Passenger,Third,(Pasajero (id 1611)(sexo Male)(status Single)(adult Adult)(clase Third))
1612,32,British,Single,No,Adult,Female,Lost,Passenger,Third,(Pasajero (id 1612)(sexo Female)(status Single)(adult Adult)(clase Third))
1613,40,British,Married,No,Adult,Female,Lost,Passenger,Third,(Pasajero (id 1613)(sexo Female)(status Married)(adult Adult)(clase Third))
1614,10,British,Single,No,Minor,Female,Lost,Passenger,Third,(Pasajero (id 1614)(sexo Female)(status Single)(adult Minor)(clase Third))
1615,25,British,Single,No,Adult,Female,Saved,Passenger,Third,(Pasajero (id 1615)(sexo Female)(status Single)(adult Adult)(clase Third))
1616,30,British,Married,No,Adult,Female,Lost,Passenger,Third,(Pasajero (id 1616)(sexo Female)(status Married)(adult Adult)(clase Third))
1617,25,British,Single,No,Adult,Male,Lost,Passenger,Third,(Pasajero (id 1617)(sexo Male)(status Single)(adult Adult)(clase Third))
1618,19,British,Single,No,Adult,Male,Lost,Passenger,Third,(Pasajero (id 1618)(sexo Male)(status Single)(adult Adult)(clase Third))
1619,28,British,Married,No,Adult,Male,Lost,Passenger,Third,(Pasajero (id 1619)(sexo Male)(status Married)(adult Adult)(clase Third))
1620,31,British,Married,Si,Adult,Male,Saved,Passenger,Third,(Pasajero (id 1620)(sexo Male)(status Married)(adult Adult)(clase Third))
1621,27,British,Married,Si,Adult,Female,Saved,Passenger,Third,(Pasajero (id 1621)(sexo Female)(status Married)(adult Adult)(clase Third))
1622,22,Russian,Single,No,Adult,Female,Lost,Passenger,Third,(Pasajero (id 1622)(sexo Female)(status Single)(adult Adult)(clase Third))
1623,41,British,Single,No,Adult,Male,Lost,Passenger,Third,(Pasajero (id 1623)(sexo Male)(status Single)(adult Adult)(clase Third))
1624,48,British,Married,No,Adult,Male,Saved,Passenger,Third,(Pasajero (id 1624)(sexo Male)(status Married)(adult Adult)(clase Third))
1625,43,British,Married,No,Adult,Female,Saved,Passenger,Third,(Pasajero (id 1625)(sexo Female)(status Married)(adult Adult)(clase Third))
1626,22,British,Married,No,Adult,Female,Lost,Passenger,Third,(Pasajero (id 1626)(sexo Female)(status Married)(adult Adult)(clase Third))
1627,32,British,Married,No,Adult,Female,Lost,Passenger,Third,(Pasajero (id 1627)(sexo Female)(status Married)(adult Adult)(clase Third))
1628,40,British,Married,No,Adult,Male,Lost,Passenger,Third,(Pasajero (id 1628)(sexo Male)(status Married)(adult Adult)(clase Third))
1629,32,British,Married,No,Adult,Female,Lost,Passenger,Third,(Pasajero (id 1629)(sexo Female)(status Married)(adult Adult)(clase Third))
1630,69,British,Married,No,Adult,Female,Lost,Passenger,Third,(Pasajero (id 1630)(sexo Female)(status Married)(adult Adult)(clase Third))
1631,34,British,Single,No,Adult,Male,Saved,Passenger,Third,(Pasajero (id 1631)(sexo Male)(status Single)(adult Adult)(clase Third))
1632,30,British,Single,No,Adult,Female,Saved,Passenger,Third,(Pasajero (id 1632)(sexo Female)(status Single)(adult Adult)(clase Third))
1633,27,British,Single,No,Adult,Male,Lost,Passenger,Third,(Pasajero (id 1633)(sexo Male)(status Single)(adult Adult)(clase Third))
1634,38,British,Married,No,Adult,Male,Lost,Passenger,Third,(Pasajero (id 1634)(sexo Male)(status Married)(adult Adult)(clase Third))
1635,45,British,Single,No,Adult,Male,Lost,Passenger,Third,(Pasajero (id 1635)(sexo Male)(status Single)(adult Adult)(clase Third))
1636,3,British,Single,No,Infant,Male,Lost,Passenger,Third,(Pasajero (id 1636)(sexo Male)(status Single)(adult Infant)(clase Third))
1637,6,British,Single,No,Minor,Male,Lost,Passenger,Third,(Pasajero (id 1637)(sexo Male)(status Single)(adult Minor)(clase Third))
1638,10,British,Single,No,Minor,Male,Saved,Passenger,Third,(Pasajero (id 1638)(sexo Male)(status Single)(adult Minor)(clase Third))
1639,37,British,Married,No,Adult,Female,Lost,Passenger,Third,(Pasajero (id 1639)(sexo Female)(status Married)(adult Adult)(clase Third))
1640,4,British,Single,No,Minor,Female,Lost,Passenger,Third,(Pasajero (id 1640)(sexo Female)(status Single)(adult Minor)(clase Third))
1641,5,British,Single,No,Minor,Female,Lost,Passenger,Third,(Pasajero (id 1641)(sexo Female)(status Single)(adult Minor)(clase Third))
1642,9,British,Single,No,Minor,Female,Saved,Passenger,Third,(Pasajero (id 1642)(sexo Female)(status Single)(adult Minor)(clase Third))
1643,4,British,Single,No,Minor,Male,Lost,Passenger,Third,(Pasajero (id 1643)(sexo Male)(status Single)(adult Minor)(clase Third))
1644,32,British,Married,No,Adult,Female,Lost,Passenger,Third,(Pasajero (id 1644)(sexo Female)(status Married)(adult Adult)(clase Third))
1645,2,British,Single,No,Minor,Female,Lost,Passenger,Third,(Pasajero (id 1645)(sexo Female)(status Single)(adult Minor)(clase Third))
1646,22,British,Single,No,Adult,Male,Saved,Passenger,Third,(Pasajero (id 1646)(sexo Male)(status Single)(adult Adult)(clase Third))
1647,45,British,Married,No,Adult,Male,Lost,Passenger,Third,(Pasajero (id 1647)(sexo Male)(status Married)(adult Adult)(clase Third))
1648,40,Persian,Married,No,Adult,Male,Lost,Passenger,Third,(Pasajero (id 1648)(sexo Male)(status Married)(adult Adult)(clase Third))
1649,32,Persian,Single,No,Adult,Male,Saved,Passenger,Third,(Pasajero (id 1649)(sexo Male)(status Single)(adult Adult)(clase Third))
1650,32,British,Single,No,Adult,Male,Lost,Passenger,Third,(Pasajero (id 1650)(sexo Male)(status Single)(adult Adult)(clase Third))
1651,27,British,Married,No,Adult,Female,Lost,Passenger,Third,(Pasajero (id 1651)(sexo Female)(status Married)(adult Adult)(clase Third))
1652,37,Russian,Married,No,Adult,Male,Lost,Passenger,Third,(Pasajero (id 1652)(sexo Male)(status Married)(adult Adult)(clase Third))
1653,32,British,Married,No,Adult,Male,Lost,Passenger,Third,(Pasajero (id 1653)(sexo Male)(status Married)(adult Adult)(clase Third))
1654,32,British,Otros,No,Adult,Male,Lost,Passenger,Third,(Pasajero (id 1654)(sexo Male)(status Otros)(adult Adult)(clase Third))
1655,32,British,Single,No,Adult,Male,Lost,Passenger,Third,(Pasajero (id 1655)(sexo Male)(status Single)(adult Adult)(clase Third))
1656,32,British,Married,No,Adult,Male,Saved,Crew,Victualling,(Pasajero (id 1656)(sexo Male)(status Married)(adult Adult)(clase Victualling))
1657,32,British,Married,No,Adult,Male,Lost,Crew,Victualling,(Pasajero (id 1657)(sexo Male)(status Married)(adult Adult)(clase Victualling))
1658,32,British,Single,No,Adult,Male,Lost,Crew,Victualling,(Pasajero (id 1658)(sexo Male)(status Single)(adult Adult)(clase Victualling))
1659,32,British,Single,No,Adult,Male,Lost,Crew,Victualling,(Pasajero (id 1659)(sexo Male)(status Single)(adult Adult)(clase Victualling))
1660,34,British,Otros,No,Adult,Male,Saved,Crew,Victualling,(Pasajero (id 1660)(sexo Male)(status Otros)(adult Adult)(clase Victualling))
1661,32,British,Single,No,Adult,Male,Lost,Crew,Victualling,(Pasajero (id 1661)(sexo Male)(status Single)(adult Adult)(clase Victualling))
1662,32,British,Married,No,Adult,Male,Saved,Crew,Victualling,(Pasajero (id 1662)(sexo Male)(status Married)(adult Adult)(clase Victualling))
1663,32,British,Married,No,Adult,Male,Saved,Crew,Victualling,(Pasajero (id 1663)(sexo Male)(status Married)(adult Adult)(clase Victualling))
1664,32,British,Married,No,Adult,Male,Saved,Crew,Victualling,(Pasajero (id 1664)(sexo Male)(status Married)(adult Adult)(clase Victualling))
1665,32,British,Married,No,Adult,Male,Lost,Crew,Victualling,(Pasajero (id 1665)(sexo Male)(status Married)(adult Adult)(clase Victualling))
1666,32,British,Married,No,Adult,Male,Lost,Crew,Victualling,(Pasajero (id 1666)(sexo Male)(status Married)(adult Adult)(clase Victualling))
1667,28,British,Single,No,Adult,Male,Saved,Crew,Victualling,(Pasajero (id 1667)(sexo Male)(status Single)(adult Adult)(clase Victualling))
1668,32,British,Married,No,Adult,Male,Saved,Crew,Victualling,(Pasajero (id 1668)(sexo Male)(status Married)(adult Adult)(clase Victualling))
1669,32,British,Married,No,Adult,Male,Lost,Crew,Victualling,(Pasajero (id 1669)(sexo Male)(status Married)(adult Adult)(clase Victualling))
1670,44,British,Married,No,Adult,Male,Saved,Crew,Victualling,(Pasajero (id 1670)(sexo Male)(status Married)(adult Adult)(clase Victualling))
1671,17,British,Single,No,Minor,Male,Lost,Crew,Victualling,(Pasajero (id 1671)(sexo Male)(status Single)(adult Minor)(clase Victualling))
1672,38,British,Single,No,Adult,Male,Saved,Crew,Victualling,(Pasajero (id 1672)(sexo Male)(status Single)(adult Adult)(clase Victualling))
1673,32,British,Married,No,Adult,Male,Lost,Crew,Victualling,(Pasajero (id 1673)(sexo Male)(status Married)(adult Adult)(clase Victualling))
1674,32,British,Married,No,Adult,Male,Lost,Crew,Victualling,(Pasajero (id 1674)(sexo Male)(status Married)(adult Adult)(clase Victualling))
1675,40,British,Single,Si,Adult,Female,Saved,Crew,Victualling,(Pasajero (id 1675)(sexo Female)(status Single)(adult Adult)(clase Victualling))
1676,32,British,Single,No,Adult,Male,Lost,Crew,Victualling,(Pasajero (id 1676)(sexo Male)(status Single)(adult Adult)(clase Victualling))
1677,32,British,Single,No,Adult,Male,Lost,Crew,Victualling,(Pasajero (id 1677)(sexo Male)(status Single)(adult Adult)(clase Victualling))
